date,rank,name_from_top100,title_from_page,url,tags,tag_count,success,error
2026-3-31,63,戰地風雲™ 6,戰地風雲™ 6,https://store.steampowered.com/app/2807960/_6?snr=1_7001_7002__7003,"多人, 第一人稱射擊, 動作, 軍事, 單人, 射擊, 戰爭, 現代, 戰鬥, 擬真, 巨作, 戰術, 大逃殺, 毀滅, 玩家對戰, 暴力, 人工智慧, 氛圍, 合作, 沙盒",20,True,
2026-3-31,64,《虹彩六號：圍攻行動》,《虹彩六號：圍攻行動》,https://store.steampowered.com/app/359550/?snr=1_7001_7002__7003,"第一人稱射擊, 玩家對戰, 多人, 射擊, 戰術, 電競, 競技, 線上合作, 動作, 英雄射擊, 團隊導向, 軍事, 策略, 第一人稱視角, 合作, 擬真, 毀滅, 戰爭, 困難, 3D",20,True,
2026-3-31,65,Wizardry Variants Daphne,Wizardry Variants Daphne,https://store.steampowered.com/app/2379740/Wizardry_Variants_Daphne?snr=1_7001_7002__7003,"角色扮演, 迷宮探索, 團隊角色扮演, 3D, 探索, 黑暗, 類 Rogue, 復古, 第一人稱視角, 電腦角色扮演, 黑暗奇幻, 自訂角色, 單人, 80 年代, 擬真, 地底, 奇幻, 中世紀, 魔法, 玩家合作",20,True,
2026-3-31,66,蔚藍檔案,蔚藍檔案,https://store.steampowered.com/app/3557620/?snr=1_7001_7002__7003,"可愛, 搞笑, 日本動畫, 巨作, 角色扮演, 劇情豐富, 策略, 故事架構豐富, 劇情, 單人, 玩家合作, 色情內容, 戰術角色扮演, 電影感, 奇幻, 策略角色扮演, 戰鬥, 卡通風格, Hentai, 動畫和模型製作",20,True,
2026-3-31,67,少女前線2：追放,少女前線2：追放,https://store.steampowered.com/app/3308670/2?snr=1_7001_7002__7003,"策略, 角色扮演, 日本動畫, 回合制策略, 免費遊玩, 策略角色扮演, 戰術角色扮演, 末日之後, 回合制戰術, 回合制, 戰術, 單人, 色情內容, 槍械改造, 風格化, 故事架構豐富, 劇情, 工作場所不宜, 可愛, 女主人翁",20,True,
2026-3-31,68,Age of Empires II: Definitive Edition,Age of Empires II: Definitive Edition,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition?snr=1_7001_7002__7003,"策略, 即時策略, 城市營造, 多人, 基地建設, 歷史, 單人, 中世紀, 資源管理, 經典, 戰術, 即時, 合作, 重製, 2D, 等角視角, 值得重玩, 動作, 好評原聲帶, 冒險",20,True,
2026-3-31,69,ALL WILL FALL,ALL WILL FALL,https://store.steampowered.com/app/2706020/ALL_WILL_FALL?snr=1_7001_7002__7003,"殖民模擬, 基地建設, 末日之後, 模擬, 開放世界生存工藝, 城市營造, 值得重玩, 沙盒, 策略, 政治性, 物理, 自動化, 資源管理, 管理, 建造, 單人, 3D, 經濟, 生存, 氛圍",20,True,
2026-3-31,70,Euro Truck Simulator 2,Euro Truck Simulator 2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2?snr=1_7001_7002__7003,"駕駛, 運輸, 模擬, 開放世界, 汽機車模擬, 擬真, 可製作模組, 放鬆, 探索, 經濟, 沉浸模擬, 管理, 氛圍, 多人, 控制器, 闔家, 第三人稱視角, 冒險, 休閒, 獨立",20,True,
2026-3-31,71,背德浴場,,https://store.steampowered.com/app/3734630/?snr=1_7001_7002__7003,,0,True,
2026-3-31,72,Monster Hunter World: Iceborne,Monster Hunter World: Iceborne,https://store.steampowered.com/app/1118010/Monster_Hunter_World_Iceborne?snr=1_7001_7002__7003,"動作, 多人, 合作, 開放世界, 狩獵, 困難, 第三人稱視角, 冒險, 單人, 線上合作, 角色扮演, 自訂角色, 龍, 探索, 砍殺, 劇情豐富, 玩家合作, 日系角色扮演, 恐龍, 色情內容",20,True,
